Time,A_Temp,A_AccX,A_AccY,A_AccZ,A_GyroX,A_GyroY,A_GyroZ,A_AccAngX,A_AccAngY,A_AngleX,A_AngleY,A_AngleZ;B_Temp,B_AccX,B_AccY,B_AccZ,B_GyroX,B_GyroY,B_GyroZ,B_AccAngX,B_AccAngY,B_AngleX,B_AngleY,B_AngleZ
Uptime 00:00:01, 22.53, -0.04, -0.34,  1.33, 65.56,-34.23,-49.51,-14.18, -1.75,-27.45,-56.93, -5.86; 28.55, -0.49,  0.17,  1.33,-14.04,  2.78,185.43,  6.97,-20.03,-24.33, -5.50,-41.09
Uptime 00:00:01, 22.67,  0.44,  0.01,  0.75,-51.07,-56.94, 86.62,  0.69, 30.51,-33.04,-63.27,  4.79; 28.55,  0.40, -0.66,  1.08, 45.93, 24.52, -0.98,-29.73, 17.60,-18.90, -2.79,-41.21
Uptime 00:00:01, 22.62, -0.21, -0.12,  1.36,100.40, 62.12,135.10, -4.77, -8.72,-20.27,-54.28, 21.55; 28.65,  0.72, -0.06,  1.43,-30.10,-81.80,-141.25, -2.01, 26.69,-22.22,-13.21,-58.73
Uptime 00:00:01, 22.62, -0.35,  0.10,  0.70,-48.90,-20.76, 18.95,  7.42,-26.16,-25.71,-55.21, 23.91; 28.60, -0.54, -0.54,  1.15, 30.03, 56.26,  2.30,-23.27,-23.14,-18.57, -5.59,-58.44
Uptime 00:00:02, 22.67, -0.07, -0.43,  1.23, 41.45,-57.75,-66.26,-19.16, -2.91,-20.58,-61.01, 15.76; 28.69, -0.16, -0.07,  1.50,-16.65, 68.33,175.82, -2.49, -5.93,-20.25,  2.88,-36.81
Uptime 00:00:02, 22.72,  0.35,  0.02,  0.95,-57.83,-61.10, 66.95,  0.96, 20.08,-27.12,-67.56, 24.00; 28.65,  0.37, -0.61,  1.20, 48.83,-12.43, 36.52,-25.99, 15.38,-14.48,  1.02,-32.32
Uptime 00:00:02, 22.67,  0.07, -0.23,  0.84, 66.19, 79.41,137.68,-15.31,  4.81,-18.78,-56.57, 41.21; 28.69, -0.22, -0.20,  1.39,-81.17,-79.01,-133.68, -8.12, -9.10,-24.30, -8.50,-49.03
Uptime 00:00:02, 22.62, -0.50,  0.02,  1.11,-26.61,  9.39, 93.13,  0.74,-24.02,-21.60,-53.83, 52.66; 28.79, -0.14, -0.93,  1.28, 24.31, 80.43,-75.44,-35.90, -4.94,-21.60,  1.46,-58.31
Uptime 00:00:02, 22.67, -0.13,  0.07,  0.74,-12.00,-25.31,-39.60,  5.37,-10.13,-22.50,-55.60, 47.79; 28.79, -0.27, -0.00,  0.85, 13.06, 50.24, 73.57, -0.31,-17.91,-19.60,  7.85,-49.26
Uptime 00:00:02, 22.72,  0.38, -0.01,  1.23, 43.44,-37.89, 66.17, -0.42, 17.28,-16.74,-59.48, 56.06; 28.79, -0.17, -0.84,  1.44,-30.96,-14.26, 89.04,-30.25, -5.68,-23.60,  6.06,-38.13
Uptime 00:00:02, 22.76,  0.19,  0.08,  0.70,-11.20, 41.77,127.27,  5.89, 15.38,-17.68,-53.40, 72.23; 28.88,  0.05, -0.25,  0.96, 73.47, 28.23,  8.78,-14.58,  2.70,-14.28,  9.40,-37.02
Uptime 00:00:02, 22.67, -0.26, -0.19,  1.16,  0.90, 70.05, 64.27, -9.05,-12.31,-17.40,-43.43, 80.32; 28.88, -0.03, -0.17,  1.26,-103.11,-41.47,-110.12, -7.59, -1.34,-26.88,  4.11,-50.89
Uptime 00:00:03, 22.72, -0.42,  0.07,  0.98,-36.58, -1.17,112.09,  3.77,-23.26,-21.38,-42.24, 94.11; 28.88, -0.38, -0.53,  1.15, 48.02, 56.18,-83.56,-23.65,-16.86,-21.03, 11.14,-61.17
Uptime 00:00:03, 22.76, -0.60,  0.09,  0.73,-24.04,-23.22, 77.69,  5.49,-38.92,-23.74,-43.42,103.67; 28.98, -0.09,  0.05,  1.27,-15.55, 16.01,122.18,  2.10, -3.87,-22.44, 12.93,-46.14
Uptime 00:00:03, 22.81, -0.47, -0.07,  1.12, -6.35,-52.14,103.66, -3.29,-22.55,-24.12,-48.53,116.73; 28.88, -0.16, -0.58,  1.48, 15.33, 33.22,183.11,-21.20, -5.87,-20.52, 16.89,-23.07
Uptime 00:00:03, 22.76,  0.04, -0.21,  0.92, -1.89,-29.68,218.81,-12.69,  2.62,-24.12,-51.19,143.64; 28.98,  0.15, -0.16,  0.79, 16.52, 83.45,110.05,-10.97, 10.28,-18.34, 26.40, -9.53
Uptime 00:00:03, 22.67, -0.58,  0.12,  1.23, -6.18, 22.74,191.20,  4.85,-25.07,-24.28,-46.93,167.16; 29.02, -0.37, -0.49,  1.32,-93.34,-21.94, -9.97,-19.65,-14.80,-29.61, 23.53,-10.76
Uptime 00:00:03, 22.72, -0.58,  0.02,  0.86,-52.44,-55.25,123.11,  1.02,-33.79,-30.20,-52.08,182.55; 29.02, -0.43, -0.39,  1.01, 63.41,  3.89, 78.09,-19.55,-21.68,-21.65, 23.96, -1.00
Uptime 00:00:03, 22.67, -0.33, -0.05,  0.88,  6.43,-78.99,106.98, -2.76,-20.64,-28.88,-60.15,195.71; 28.93,  0.06, -0.19,  1.26,-53.51,172.96,185.80, -8.71,  2.48,-27.84, 44.28, 21.86
Uptime 00:00:03, 22.81, -0.50,  0.14,  1.18,-39.49, 78.77,107.42,  6.38,-22.87,-32.93,-48.99,208.92; 29.02, -0.71, -0.23,  1.34, -9.19, 25.10,248.41, -8.76,-27.60,-28.56, 46.98, 52.41
Uptime 00:00:04, 22.76, -0.00, -0.37,  0.72,-40.79,-140.87,183.46,-27.20, -0.28,-37.86,-65.40,232.04; 28.93,  0.08, -0.41,  0.96,-15.08, 83.28, 80.60,-23.05,  4.28,-30.31, 56.23, 62.57
Uptime 00:00:04, 22.67, -0.41,  0.14,  1.28, 59.01,  9.65,147.62,  5.87,-17.61,-29.87,-62.58,250.19; 29.02, -0.01, -0.04,  1.42, 34.66,  8.30, 35.57, -1.81, -0.60,-25.57, 56.12, 66.94
Uptime 00:00:04, 22.72, -0.31,  0.04,  0.86,-34.64,-17.89,113.11,  2.69,-19.91,-33.39,-63.09,264.11; 29.02, -0.60, -0.48,  1.09, 34.89, 50.96, 25.01,-21.02,-26.64,-21.27, 61.68, 70.02
Uptime 00:00:04, 22.76, -0.38, -0.44,  0.93, 32.55,-37.19, 22.18,-23.70,-20.14,-29.21,-65.98,266.88; 29.02,  0.71, -0.23,  1.67,-26.85, 68.17,250.30, -7.17, 22.91,-24.28, 68.33,101.30
Uptime 00:00:04, 22.72,  0.05,  0.07,  1.11,-24.61,-75.65,134.43,  3.39,  2.49,-31.55,-73.90,283.55; 29.12,  0.15, -0.79,  1.26, -1.25,-19.38,113.69,-31.87,  5.61,-24.58, 64.50,115.40
Uptime 00:00:04, 22.67, -0.30, -0.12,  0.79, 60.81, 12.64,219.13, -8.32,-20.56,-23.58,-70.45,311.16; 29.12, -0.38, -0.36,  1.43,-66.82,-48.55,-24.53,-13.72,-14.65,-32.62, 57.51,112.31
Uptime 00:00:04, 22.81, -0.14,  0.07,  1.00,-16.62, 30.69, 88.17,  3.85, -7.99,-25.03,-65.18,322.00; 29.12, -0.29, -0.88,  1.27,-15.54,101.45,-57.65,-33.97,-10.57,-34.52, 68.80,105.22
Uptime 00:00:04, 22.81, -0.32, -0.16,  0.69, 14.99,-25.86,-30.35,-12.13,-24.58,-22.97,-66.50,318.27; 29.26, -0.59, -0.11,  1.44,-40.82,-17.39,107.77, -4.17,-22.02,-38.83, 65.77,118.48
Uptime 00:00:05, 22.72,  0.40,  0.22,  1.21, -3.80,-56.44, 96.76,  9.61, 18.11,-22.78,-72.45,330.36; 29.21, -0.29, -0.90,  1.33,-43.65,-22.51,109.27,-33.49,-10.05,-44.07, 61.89,132.13
Uptime 00:00:05, 22.72, -0.28, -0.04,  0.74, 34.06, 32.95,193.66, -2.73,-20.65,-18.27,-66.62,354.18; 29.21, -0.38, -0.51,  1.63, 45.04,-22.17,-86.26,-16.84,-12.61,-38.09, 58.24,121.52
Uptime 00:00:05, 22.86, -0.34,  0.21,  0.97,-13.63, 29.80,-14.43, 11.36,-19.05,-19.32,-61.31,352.41; 29.26, -0.75, -0.79,  1.21,-41.77, 20.49,-34.43,-29.11,-27.40,-42.95, 60.09,117.29
Uptime 00:00:05, 22.81,  0.06, -0.09,  1.33,  5.19,-38.24,-85.19, -3.77,  2.66,-18.33,-65.16,340.99; 29.16, -0.31,  0.68,  1.31, 38.48, 59.83,121.54, 26.88,-12.04,-36.50, 66.99,133.58
Uptime 00:00:05, 22.76,  0.29, -0.41,  0.69,  0.92, 54.43, 97.43,-29.00, 19.64,-18.43,-57.53,353.27; 29.26, -0.08, -0.66,  0.62, 22.23, 40.62,-83.05,-46.51, -5.10,-33.96, 70.76,123.11
Uptime 00:00:05, 22.81, -0.13,  0.62,  1.18, 51.91, 51.21,-36.05, 27.50, -5.52,-11.10,-49.94,348.73; 29.16,  0.23, -0.13,  1.32,-54.30, 67.77,-156.99, -5.38,  9.70,-40.09, 77.52,103.33
Uptime 00:00:05, 22.76, -0.31, -0.32,  0.95, 18.51,-74.82,-160.78,-17.85,-17.46, -8.92,-57.98,328.15; 29.26, -0.37, -0.49,  1.30, 33.16, -9.51, 40.87,-20.02,-14.99,-35.53, 75.08,108.56
Uptime 00:00:05, 22.76,  0.34,  0.47,  1.00,-40.61,-106.61, 65.13, 23.87, 17.23,-13.27,-70.33,336.36; 29.26, -0.11, -1.04,  1.27,-18.36,-79.94, 44.75,-39.27, -4.00,-37.87, 63.79,114.20
Uptime 00:00:06, 22.81,  0.14,  0.01,  0.61, 26.83, 78.75,138.95,  1.25, 13.13, -9.59,-59.23,354.28; 29.35, -0.31, -0.14,  1.47,-65.66,-39.59,-119.21, -5.29,-11.74,-45.52, 57.74, 98.82
Uptime 00:00:06, 22.72, -0.16,  0.11,  1.06,-10.33, 22.66,-32.80,  5.97, -8.80,-10.56,-55.07,350.15; 29.35, -0.24, -0.84,  1.37, -8.73, 24.81,-135.48,-31.14, -8.50,-46.31, 59.82, 81.75
Uptime 00:00:06, 22.81,  0.14,  0.04,  0.77,  7.04,-61.11,-196.87,  3.20, 10.49, -9.41,-61.73,325.34; 29.40, -0.12, -0.21,  1.42,-16.64,-21.18,-17.08, -8.52, -4.74,-47.61, 56.10, 79.60
Uptime 00:00:06, 22.86,  0.33,  0.28,  1.16,-37.43,-28.94, 18.82, 12.93, 15.70,-13.66,-64.44,327.75; 29.31, -0.17, -1.21,  1.38, 21.18,-44.02,  1.85,-41.04, -5.43,-44.82, 49.57, 79.84
Uptime 00:00:06, 22.81,  0.31, -0.13,  0.60,-16.33, 45.59, 46.88,-11.18, 26.90,-15.63,-58.06,333.66; 29.40,  0.11, -0.12,  1.29,-42.76,-21.96,-153.31, -5.47,  4.66,-49.31, 45.77, 60.52
Uptime 00:00:06, 22.86, -0.10,  0.14,  1.14, -1.27,  9.42,-13.12,  6.88, -4.85,-15.33,-55.63,332.01; 29.49, -0.08, -0.57,  1.30,-50.81, 41.80,-164.28,-23.49, -3.06,-55.07, 50.08, 39.82
Uptime 00:00:06, 22.86, -0.04, -0.08,  0.81, 20.72,  4.28,-100.76, -5.49, -2.68,-12.52,-53.93,319.01; 29.40, -0.34, -0.27,  1.30,-15.60, 23.51,  2.11,-11.27,-14.40,-56.17, 52.34, 40.09
Uptime 00:00:06, 22.81,  0.30,  0.35,  1.11,-23.08,-49.37, 42.14, 16.93, 14.48,-14.78,-59.23,324.32; 29.49,  0.12, -0.73,  1.32,-23.92,-87.56, 15.18,-28.79,  4.66,-58.57, 40.38, 42.00
Uptime 00:00:07, 22.76,  0.00, -0.13,  1.20, 23.13, 33.39,155.43, -6.29,  0.06,-11.75,-53.93,343.90; 29.49, -0.30, -0.52,  1.25, 58.26, -7.68,-202.24,-21.99,-12.35,-50.65, 38.88, 16.52
Uptime 00:00:07, 22.81, -0.35,  0.24,  0.92,-45.72,-12.96,-13.70, 13.65,-20.00,-16.98,-54.08,342.15; 29.49, -0.46, -0.40,  1.25,-12.20,  7.19,  3.95,-16.91,-19.45,-51.50, 39.39, 17.03
Uptime 00:00:07, 22.86, -0.04, -0.20,  0.97, 38.20,-39.86,-13.18,-11.53, -2.21,-12.15,-57.87,340.49; 29.45, -0.25,  0.57,  1.30, 34.23, 14.06,188.66, 23.48,-10.20,-45.77, 40.54, 40.80
Uptime 00:00:07, 22.81,  0.16, -0.48,  1.02, 78.09, 46.05,156.00,-25.05,  8.16, -2.77,-51.19,360.14; 29.49, -0.13, -0.96,  1.23, 38.02, 15.11,-63.97,-37.73, -4.62,-40.92, 41.69, 32.74
Uptime 00:00:07, 22.86,  0.02,  0.80,  0.70,-35.14,100.57, 28.43, 48.75,  0.94, -6.15,-37.57,363.78; 29.54, -0.34, -0.53,  1.03,-59.74,128.27,-90.23,-25.87,-16.46,-48.11, 57.27, 21.19
Uptime 00:00:07, 22.91, -0.56, -0.20,  1.14, 45.71,-84.00,-67.15, -9.08,-25.65, -0.56,-46.68,355.32; 29.54,  0.53, -0.04,  1.67, 21.07, 70.79,174.55, -1.15, 17.74,-44.57, 64.52, 43.18
Uptime 00:00:07, 22.86,  0.53,  0.07,  1.07,-99.42,-91.26, 71.60,  3.56, 26.58,-12.95,-57.72,364.49; 29.45,  0.55, -0.79,  1.02, 12.52,  7.14, 75.97,-34.27, 23.17,-42.79, 63.66, 52.91
Uptime 00:00:08, 22.86, -0.18, -0.03,  1.14, 70.52, 82.28,137.72, -1.69, -8.98, -4.02,-46.23,381.84; 29.54,  0.03, -0.07,  1.34,-12.15,-102.78,-117.92, -3.17,  1.27,-43.50, 49.67, 38.05
Uptime 00:00:08, 22.81, -0.54,  0.00,  0.84,  8.35,-34.07, 11.37,  0.26,-32.81, -2.90,-48.86,383.27; 29.54, -0.50, -0.62,  1.02, -5.78, 28.26, 13.01,-28.67,-22.96,-43.92, 52.62, 39.69
Uptime 00:00:08, 22.86,  0.17, -0.06,  1.37,-38.76,-86.26,-30.28, -2.30,  6.87, -7.75,-58.84,379.40; 29.64, -0.35,  0.01,  1.17, 36.29, 48.99,140.66,  0.48,-16.51,-38.48, 58.05, 57.69
Uptime 00:00:08, 22.91,  0.51, -0.10,  0.75,-36.26,  0.89, 69.24, -6.39, 33.74,-12.20,-58.23,388.12; 29.54,  0.39, -0.52,  0.59, 31.73, 19.28, -9.40,-36.26, 26.58,-34.52, 58.73, 56.50
Uptime 00:00:08, 22.76, -0.32,  0.18,  1.24, 40.54, 63.18,117.68,  8.06,-14.13, -6.79,-48.98,402.95; 29.49,  0.41,  0.40,  1.47, -1.68,-54.41,-114.37, 14.85, 15.16,-33.74, 50.54, 42.09
Uptime 00:00:08, 22.91, -0.22,  0.12,  0.79,-50.26,-67.57,-75.21,  8.01,-15.33,-12.80,-56.17,393.32; 29.59, -0.50, -0.63,  0.70, 72.06, -6.46, 13.51,-36.07,-27.73,-24.74, 49.27, 43.82
Uptime 00:00:08, 22.91,  0.22,  0.30,  0.91,-61.19,-24.33, 26.12, 17.77, 13.18,-19.74,-58.31,396.61; 29.59, -0.26,  0.17,  0.95, -9.17,-40.80, 81.33,  9.56,-15.16,-25.19, 43.55, 54.07
Uptime 00:00:08, 22.86,  0.37, -0.80,  0.96,146.55, 56.11, 80.84,-37.61, 16.61, -2.00,-50.55,406.80; 29.68, -0.43, -0.56,  1.86, -4.82, 15.92,-156.70,-16.48,-12.45,-25.61, 44.89, 34.33
Uptime 00:00:09, 22.91, -0.09,  0.59,  0.16,-23.22, 79.53, 49.51, 73.00, -8.33, -3.42,-39.40,413.14; 29.68, -0.35, -0.48,  0.09, 46.63, 47.75,-96.55,-52.89,-35.62,-20.31, 50.70, 21.97
Uptime 00:00:09, 22.86, -0.36,  0.30,  1.67, 59.33,-104.03,-37.30, 10.02,-11.89,  4.24,-51.32,408.40; 29.59,  0.40,  0.56,  2.11, 36.66,-31.21,149.25, 14.61, 10.39,-15.05, 45.59, 40.92
Uptime 00:00:09, 22.81,  0.17, -0.05, -0.03,-54.43,-40.35, 64.06,-15.87, 71.71, 10.66,-57.52,416.60; 29.59, -0.33, -0.50, -0.15,  5.32, 63.42,-53.57,-54.41,-32.15,-16.50, 55.59, 34.07
Uptime 00:00:09, 22.86,  0.17,  0.60,  1.95, 99.65,107.51,272.58, 16.92,  4.71, 23.09,-43.19,450.94; 29.59,  0.32,  0.28,  2.27, 11.09,-24.89,-92.82,  6.98,  8.00,-14.66, 51.25, 22.37
Uptime 00:00:09, 22.86, -0.61, -0.69,  0.11,-146.62,-65.60,-89.25,-48.06,-41.15,  3.42,-49.67,439.61; 29.54, -0.78, -0.77,  0.78,-38.00,  8.87,211.08,-34.74,-35.55,-19.79, 52.04, 49.18
Uptime 00:00:09, 22.91,  0.71, -0.08,  0.48,-97.80,-171.07, 35.14, -5.39, 55.90, -9.02,-71.25,444.11; 29.64, -0.17, -0.74,  0.64,-30.64,138.33, 10.17,-48.56, -9.59,-24.21, 68.54, 50.48
Uptime 00:00:09, 22.91,  0.72, -0.18,  1.06,152.96, 75.25,171.16, -8.12, 33.77,  9.88,-61.21,465.67; 29.64,  0.23, -0.96,  2.27, 15.67,  7.68,-85.04,-22.72,  5.42,-22.25, 68.01, 39.76
Uptime 00:00:09, 22.91, -0.28,  0.15, -0.04,-120.96, 95.90, 14.09, 27.03,-61.97, 25.16,-45.78,467.45; 29.59,  0.01, -0.64,  0.01,-38.49,158.90,-76.76,-88.55,  1.28,-28.32, 86.25, 30.09
Uptime 00:00:10, 22.86, -0.19,  0.37,  1.43, 45.99,-163.85,-165.82, 14.48, -7.34, 30.76,-65.43,446.06; 29.64,  0.16,  0.44,  1.95, 28.39,-11.64,156.69, 12.67,  4.50,-23.92, 82.96, 50.30
Uptime 00:00:10, 23.00,  0.41, -0.51,  0.70,-29.56,-25.86, 79.97,-32.02, 25.65, 25.86,-67.83,456.13; 29.64,  0.44, -1.13,  0.59,-24.04, 27.94,-33.51,-56.96, 19.02,-27.55, 84.37, 46.08
Uptime 00:00:10, 22.86, -0.19,  0.32,  1.16, 22.38, 92.87,148.87, 15.25, -9.12, 28.41,-54.82,474.89; 29.73,  0.81, -0.25,  1.47, 13.35,-65.90,-82.03, -8.51, 28.40,-25.52, 73.98, 35.75
Uptime 00:00:10, 23.00, -0.46, -0.17,  0.74,  4.44, 21.76,-12.05,-11.11,-31.41, 28.18,-50.37,473.35; 29.64, -0.39, -0.68,  0.99, 22.86,-21.76, -0.32,-32.28,-18.03,-22.78, 70.13, 35.70
Uptime 00:00:10, 22.95, -0.03,  0.18,  1.16, -0.96,-85.22,-28.09,  8.84, -1.67, 27.67,-59.85,469.81; 29.64, -0.15, -0.60,  1.45,-21.02, 30.70, 80.18,-22.32, -5.51,-25.37, 72.63, 45.81
Uptime 00:00:10, 22.86,  0.32,  0.09,  0.90,-10.59,-86.97, 20.00,  5.43, 19.31, 25.92,-69.78,472.33; 29.68,  0.33, -0.76,  1.13, 56.77,-19.01, 82.08,-32.70, 13.73,-18.51, 68.55, 56.15
Uptime 00:00:10, 23.00,  0.25,  0.27,  0.72, 30.83, 54.52, 80.24, 19.11, 17.79, 29.53,-62.11,482.28; 29.68,  0.14, -0.07,  1.28, 16.08, 52.93, 28.96, -3.32,  6.14,-16.25, 73.49, 59.74
Uptime 00:00:10, 22.95, -0.31,  0.22,  0.86,-79.10, 17.88, 95.97, 13.72,-18.99, 19.44,-58.28,494.37; 29.68,  0.14, -0.17,  1.16, 17.48, 46.46,-63.10, -8.08,  6.93,-13.93, 77.62, 51.79
Uptime 00:00:11, 22.91, -0.19,  0.21,  0.99,-26.56, -6.30, -0.69, 11.88,-10.84, 15.78,-57.74,494.28; 29.78, -0.60, -0.06,  0.96, 25.50,  9.72, 47.42, -3.29,-31.96,-10.34, 77.99, 58.19
Uptime 00:00:11, 22.86, -0.08,  0.37,  0.58, -5.86,-75.26,140.98, 32.56, -6.25, 15.39,-65.75,512.04; 29.78, -0.06,  0.23,  1.11,-21.28,-53.44,134.72, 11.77, -2.86,-12.53, 69.89, 75.17
Uptime 00:00:11, 22.95,  0.14, -0.02,  1.46, 86.06, 56.60,214.76, -0.98,  5.65, 25.69,-57.56,539.10; 29.78, -0.94,  0.08,  2.15, 99.59, 54.64,-104.29,  2.03,-23.65,  0.06, 75.71, 62.03
Uptime 00:00:11, 23.00, -0.47,  0.00,  0.33,-54.99,  0.64, -1.45,  0.36,-54.66, 18.29,-55.23,538.92; 29.78, -0.60, -1.08,  0.20,-140.84, 64.75, 32.03,-59.51,-28.83,-18.80, 82.90, 66.13
Uptime 00:00:11, 22.95,  0.18,  0.34,  0.99,-45.22,-128.64, 62.88, 18.44,  9.74, 12.70,-70.21,546.84; 29.78,  0.02, -0.22,  0.99, 35.06,  4.46, 74.47,-12.32,  1.22,-14.34, 81.77, 75.51
Uptime 00:00:11, 22.91,  0.57, -0.53,  1.48,150.61, 73.09,179.57,-18.37, 19.83, 30.68,-60.18,569.47; 29.78, -0.45, -0.81,  2.27,  3.26, 62.73,-142.46,-19.26,-10.61,-14.03, 88.09, 57.56
Uptime 00:00:11, 22.95, -0.48,  0.44, -0.22,-97.05, 52.80,-17.57, 39.47,-44.39, 43.03,-56.84,567.22; 29.78, -0.60, -0.44, -0.04, 10.71, 86.94,  7.18,-36.06,-53.76,-15.82, 99.76, 58.48
Uptime 00:00:11, 22.91,  0.50,  0.15,  0.38,-73.62,-206.82,  8.64, 13.69, 50.51, 33.35,-82.25,568.30; 29.73,  0.48, -0.29,  0.60,-85.32,155.80, 76.41,-20.73, 35.46,-26.45,116.29, 68.11
Uptime 00:00:12, 22.95, -0.14, -0.35,  1.19,149.93, 44.23,226.84,-16.46, -6.25, 51.02,-74.97,597.11; 29.82,  0.44, -0.96,  1.62,113.12, 11.66,-60.12,-29.83, 13.14,-12.44,115.15, 60.47
Uptime 00:00:12, 23.00, -0.18,  0.30, -0.14,-76.18, 79.04, -0.25, 52.24,-28.98, 60.67,-67.66,597.08; 29.73, -0.37, -0.72,  0.07,-68.68,187.22, 32.29,-62.77,-26.67,-22.13,137.05, 64.64
Uptime 00:00:12, 22.81, -0.36,  0.32,  1.73,  5.64,-157.86,-173.04, 10.13,-11.66, 60.36,-85.57,575.28; 29.82,  0.28,  0.02,  2.14, 86.54, 37.94,145.40,  0.60,  7.38,-10.99,138.85, 82.96
Uptime 00:00:12, 22.86,  0.23, -0.33,  0.18,  0.92,-23.68,143.86,-48.59, 31.75, 61.89,-87.46,593.69; 29.73, -0.09, -0.91,  0.28,-38.93, 45.49,-13.33,-72.19, -5.24,-17.10,141.88, 81.25
Uptime 00:00:12, 22.91, -0.56,  1.33,  1.53,-17.63,113.36,155.75, 39.32,-15.36, 59.26,-71.41,613.32; 29.92,  0.53,  0.14,  1.82, 82.26,  5.04,-57.10,  4.33, 16.08, -6.51,139.35, 74.06
Uptime 00:00:12, 22.95, -0.68, -1.01,  0.68, 20.12, -5.20, 17.54,-46.44,-29.10, 63.24,-70.04,615.53; 29.78, -0.45, -0.88,  0.47,-35.08,  5.31, 30.52,-53.61,-24.26,-11.78,137.70, 77.90
Uptime 00:00:12, 22.91,  0.56,  0.46,  1.29,-17.02,-104.82, 17.37, 17.97, 22.25, 60.18,-82.34,617.77; 29.78, -0.76, -0.27,  1.46, 49.73, 17.39,105.69, -9.46,-27.12, -5.45,137.69, 91.54
Uptime 00:00:12, 22.95,  0.27, -0.37,  0.83,-42.88,-22.10,104.67,-23.12, 16.44, 53.22,-83.75,630.96; 29.78,  0.25, -0.49,  0.89, 41.41, 30.90, 38.58,-28.00, 13.66, -0.79,138.47, 96.40
Uptime 00:00:13, 22.91,  0.17,  0.05,  1.23, 50.93,112.67,143.91,  2.34,  7.78, 58.49,-68.31,649.09; 29.82, -0.44, -0.04,  1.47,-34.70,-144.77,-121.04, -1.40,-16.55, -5.09,118.16, 81.15
